DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P7430,P7450,P7450S1,P7452,P7454,P7456,P7458,P7458S1,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921,INI,p7440,DPTO,MES,fex_c_2018
6044484,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,12,57.014473684
6044485,1,1,1,80,52,1,4,,2,,,4,,2,,2,,1,24,908000,2,1,2,52,12,13.574874687
6044485,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044485,1,4,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044486,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044487,1,5,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044488,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044488,1,5,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6044490,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,2,52,12,40.357043147
6044492,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,26.18947325
6044494,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,12,27.688051108
6044494,1,2,1,80,52,1,4,,2,,,8,,2,,2,,,,,2,1,4,52,12,27.688051108
6044494,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,27.688051108
6045047,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,54.607231618
6045048,1,8,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6045051,1,1,1,80,52,1,9,TIENE UN EMBARAZO DELICADO,2,,,12,POR EL EMBARAZO DELICADO QUE TIENE,2,,2,,,,,2,1,1.3,52,12,13.574874687
6045053,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,1.4,52,12,57.014473684
6045053,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,57.014473684
6045830,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,12,13.574874687
6045830,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,12,13.574874687
6045831,1,1,1,80,52,1,8,,1,,3,1,,2,,2,,,,,2,1,3,52,12,13.574874687
6045831,1,2,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,4,52,12,13.574874687
6045832,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6045833,1,1,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,57.014473684
6045834,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,2,52,12,13.574874687
6045837,1,5,1,80,52,2,,,,2,,,,2,,2,,2,,1000000,2,1,,52,12,13.574874687
6051030,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6051034,1,1,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,12,27.688051108
6051035,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6051035,1,5,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6052341,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,12,46.896177945
6052342,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6052343,1,4,1,80,52,1,7,,2,,,1,,2,,2,,,,,2,1,2,52,12,13.574874687
6052344,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6052345,1,2,1,80,52,1,3,,2,,,9,,2,,2,,1,40,600000,2,1,4,52,12,26.18947325
6052349,1,1,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6052349,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6057872,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,16.255346144
6057874,1,1,1,80,52,1,4,,2,,,4,,3,,2,,,,,3,1,3,52,12,13.574874687
6057874,1,2,1,80,52,1,3,,2,,,9,,2,,2,,1,20,600000,2,1,3,52,12,13.574874687
6057875,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6057877,1,2,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6059471,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,41.629422517
6059472,1,3,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6059473,1,1,1,80,52,1,4,,2,,,4,,2,,2,,,,,2,1,2,52,12,13.574874687
6059473,1,2,1,80,52,1,3,,2,,,9,,2,,2,,,,,2,1,4,52,12,13.574874687
6059475,1,4,1,80,52,2,,,,2,,,,2,,2,,,,,2,1,,52,12,13.574874687
6059477,1,1,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,12,13.574874687
6059477,1,2,1,80,52,1,5,,2,,,10,,3,,2,,,,,3,1,4,52,12,13.574874687
